stage, millis, accel_x, accel_y, accel_z, quat_w, quat_X, quat_y, quat_z, of_x, of_y
u, 6682,,,,,,,,0.00000000,0.00000000
p, 6682,-0.20156665,0.16974756,-1.95222235,0.13655250,-0.12067965,0.07668848,-0.98025668,
p, 6693,-0.19866845,0.17487012,-1.95203280,0.13569757,-0.12163379,0.07744022,-0.98019862,
p, 6703,-0.19930218,0.17037421,-1.95183885,0.13483608,-0.12257165,0.07819305,-0.98014104,
p, 6713,-0.20145774,0.17664829,-1.94652343,0.13400748,-0.12350066,0.07892190,-0.98007977,
p, 6723,-0.20310771,0.17064531,-1.94114196,0.13307026,-0.12466824,0.07983027,-0.97998565,
p, 6733,-0.19997305,0.16908577,-1.94540930,0.13223103,-0.12574568,0.08063260,-0.97989595,
p, 6743,-0.20198390,0.17198338,-1.94961810,0.13143015,-0.12676287,0.08140451,-0.97980887,
p, 6753,-0.20337842,0.17663652,-1.94745004,0.13065499,-0.12774274,0.08217137,-0.97972143,
p, 6763,-0.20583808,0.18534890,-1.94928813,0.12945472,-0.12917380,0.08331186,-0.97959554,
p, 6774,-0.20892185,0.18216725,-1.94616354,0.12853831,-0.13036765,0.08425589,-0.97947752,
u, 6783,,,,,,,,0.00000000,0.00000000
p, 6785,-0.21285936,0.18865594,-1.95104814,0.12770468,-0.13146129,0.08510463,-0.97936743,
p, 6795,-0.21768914,0.19312100,-1.94822609,0.12687832,-0.13249137,0.08590010,-0.97926688,
p, 6805,-0.21348935,0.19809249,-1.95152998,0.12601778,-0.13350993,0.08669978,-0.97916931,
p, 6815,-0.21940032,0.20084526,-1.94374442,0.12525362,-0.13452113,0.08747175,-0.97906029,
p, 6826,-0.22909255,0.19359279,-1.93950069,0.12423175,-0.13603668,0.08866385,-0.97887272,
p, 6837,-0.23290107,0.19515455,-1.94087315,0.12339345,-0.13729072,0.08965202,-0.97871387,
p, 6848,-0.22698520,0.19616431,-1.94261217,0.12249766,-0.13870651,0.09074485,-0.97852576,
p, 6859,-0.23328936,0.19847736,-1.94351983,0.12174788,-0.13993835,0.09170210,-0.97835505,
p, 6869,-0.23082620,0.19900064,-1.93864071,0.12114452,-0.14109337,0.09257729,-0.97818208,
p, 6879,-0.23640004,0.20157400,-1.93110466,0.12055467,-0.14219320,0.09343400,-0.97801447,
u, 6884,,,,,,,,0.00000000,0.00000000
p, 6889,-0.23504420,0.20424922,-1.93495846,0.11951058,-0.14379293,0.09469392,-0.97778618,
