stage, millis, accel_x, accel_y, accel_z, quat_w, quat_X, quat_y, quat_z, of_x, of_y
u, 6683,,,,,,,,0.00000000,0.00000000
p, 6683,-0.19717905,0.17316639,-1.95670867,0.13746142,-0.12007582,0.07810920,-0.98009163,
p, 6693,-0.19986211,0.17177302,-1.95976913,0.13660133,-0.12109691,0.07892101,-0.98002136,
p, 6703,-0.20813876,0.16792539,-1.95265532,0.13575250,-0.12205228,0.07970557,-0.97995746,
p, 6713,-0.20555559,0.16969420,-1.95339370,0.13489127,-0.12298191,0.08048010,-0.97989702,
p, 6724,-0.20675118,0.17352355,-1.95500648,0.13358994,-0.12437867,0.08161388,-0.97980386,
p, 6735,-0.20748630,0.17958862,-1.95105982,0.13252974,-0.12553993,0.08254566,-0.97972178,
p, 6746,-0.20287187,0.17483917,-1.95213819,0.13158260,-0.12658986,0.08339830,-0.97964239,
p, 6756,-0.20267037,0.18490799,-1.94523108,0.13068609,-0.12758227,0.08418791,-0.97956645,
p, 6766,-0.20932926,0.18267158,-1.94725537,0.12981097,-0.12856053,0.08498097,-0.97948670,
p, 6776,-0.21255189,0.18927433,-1.94549811,0.12869284,-0.12976643,0.08595788,-0.97938943,
u, 6784,,,,,,,,0.00000000,0.00000000
p, 6786,-0.22064820,0.19382691,-1.94960904,0.12779170,-0.13083833,0.08682447,-0.97928858,
p, 6796,-0.22259827,0.19328797,-1.95159590,0.12655014,-0.13234323,0.08805518,-0.97913641,
p, 6806,-0.21888122,0.19549042,-1.93974137,0.12553307,-0.13358662,0.08905797,-0.97900796,
p, 6817,-0.22599487,0.19545487,-1.94804299,0.12467660,-0.13470405,0.08996691,-0.97888184,
p, 6828,-0.22094575,0.19819130,-1.93884230,0.12387647,-0.13575408,0.09082404,-0.97875965,
p, 6838,-0.22252579,0.19720203,-1.95040870,0.12312149,-0.13678518,0.09166525,-0.97863328,
p, 6848,-0.22522315,0.19485345,-1.93843067,0.12241751,-0.13780448,0.09250091,-0.97850013,
p, 6858,-0.23336200,0.20298703,-1.93323517,0.12164417,-0.13909407,0.09353107,-0.97831571,
p, 6868,-0.23521128,0.20593229,-1.93458939,0.12097892,-0.14025825,0.09445411,-0.97814333,
p, 6878,-0.23952337,0.20604689,-1.94188881,0.12036922,-0.14136189,0.09532993,-0.97797489,
u, 6885,,,,,,,,0.00000000,0.00000000
p, 6888,-0.23921511,0.20986548,-1.93287373,0.11985025,-0.14244190,0.09616897,-0.97779989,
p, 6898,-0.24314271,0.20937915,-1.93035746,0.11902125,-0.14402117,0.09746146,-0.97754061,
p, 6909,-0.24218446,0.21389672,-1.93544698,0.11822372,-0.14534073,0.09854513,-0.97733349,
p, 6920,-0.24097291,0.21505688,-1.93238413,0.11745538,-0.14652584,0.09952855,-0.97714984,
p, 6930,-0.24768372,0.21576667,-1.93402648,0.11672816,-0.14764363,0.10045715,-0.97697401,
p, 6940,-0.24665985,0.21554172,-1.92969787,0.11609116,-0.14874864,0.10136150,-0.97678912,
p, 6950,-0.24450760,0.21600145,-1.92969275,0.11535769,-0.15014070,0.10246332,-0.97654754,
p, 6960,-0.24836770,0.22685143,-1.92428851,0.11468537,-0.15140058,0.10344446,-0.97632885,
p, 6970,-0.25815600,0.22586010,-1.92592752,0.11411400,-0.15259844,0.10438211,-0.97610974,
p, 6980,-0.26310357,0.21774268,-1.92840266,0.11354385,-0.15376137,0.10531357,-0.97589386,
u, 6986,,,,,,,,0.00000000,0.00000000
p, 6990,-0.26199156,0.22475421,-1.92269742,0.11255092,-0.15544510,0.10670968,-0.97558880,
p, 7001,-0.26128295,0.22749704,-1.92488027,0.11174871,-0.15687570,0.10788596,-0.97532272,
p, 7012,-0.26463652,0.23511693,-1.91883051,0.11108592,-0.15815338,0.10891502,-0.97507823,
p, 7022,-0.26542830,0.23717211,-1.92132163,0.11051293,-0.15938318,0.10989238,-0.97483385,
p, 7033,-0.26815116,0.23860407,-1.92217815,0.10988519,-0.16088800,0.11106767,-0.97452390,
p, 7043,-0.26574367,0.24317288,-1.91979885,0.10931310,-0.16225541,0.11211970,-0.97424120,
p, 7053,-0.26806471,0.24347365,-1.91653395,0.10870346,-0.16353041,0.11313383,-0.97397918,
p, 7063,-0.27458870,0.25184089,-1.91292548,0.10768887,-0.16535965,0.11462083,-0.97360736,
p, 7073,-0.27823216,0.25700870,-1.91389072,0.10692972,-0.16689187,0.11586000,-0.97328305,
p, 7084,-0.28527239,0.24983461,-1.90445518,0.10631658,-0.16825859,0.11697832,-0.97298169,
u, 7087,,,,,,,,0.00000000,0.00000000
p, 7095,-0.28184974,0.23846558,-1.90908337,0.10570285,-0.16955781,0.11806124,-0.97269261,
p, 7105,-0.28490680,0.24816193,-1.90755987,0.10507644,-0.17081699,0.11911071,-0.97241247,
p, 7115,-0.28634378,0.24621993,-1.91221499,0.10444421,-0.17206801,0.12017016,-0.97212970,
p, 7125,-0.29681265,0.25744835,-1.89838350,0.10369524,-0.17362975,0.12145541,-0.97177172,
p, 7135,-0.29296046,0.26503092,-1.90027976,0.10312358,-0.17506960,0.12259401,-0.97143131,
p, 7145,-0.29826704,0.25930074,-1.89833629,0.10261416,-0.17642301,0.12366138,-0.97110540,
p, 7155,-0.30539113,0.26282907,-1.89520550,0.10181550,-0.17836586,0.12523091,-0.97063154,
p, 7165,-0.29912654,0.26318944,-1.90046072,0.10117822,-0.17999032,0.12655041,-0.97022730,
p, 7176,-0.30009121,0.26510912,-1.89330745,0.10061876,-0.18146101,0.12772857,-0.96985769,
p, 7187,-0.30832502,0.26905206,-1.89996183,0.10007544,-0.18284601,0.12885383,-0.96950543,
u, 7188,,,,,,,,0.00000000,0.00000000
p, 7197,-0.30655968,0.27471614,-1.89764333,0.09949988,-0.18419853,0.12994985,-0.96916258,
p, 7208,-0.31500775,0.27713621,-1.89214289,0.09878027,-0.18585891,0.13131067,-0.96873492,
p, 7218,-0.31847647,0.28255767,-1.88957572,0.09814623,-0.18736070,0.13253570,-0.96834326,
p, 7228,-0.31753290,0.28095016,-1.89138210,0.09755693,-0.18879801,0.13370115,-0.96796364,
p, 7238,-0.32096738,0.28337365,-1.88756275,0.09690989,-0.19018866,0.13484403,-0.96759796,
p, 7249,-0.31924376,0.28425732,-1.88740778,0.09590051,-0.19222547,0.13656500,-0.96705222,
p, 7260,-0.31985444,0.28723973,-1.88939786,0.09523828,-0.19395062,0.13797474,-0.96657330,
p, 7271,-0.33044419,0.28977618,-1.88171828,0.09470750,-0.19552915,0.13921946,-0.96612954,
p, 7281,-0.33403009,0.29578990,-1.87603211,0.09416671,-0.19700722,0.14042363,-0.96570837,
u, 7289,,,,,,,,0.00000000,0.00000000
p, 7291,-0.33999631,0.28916082,-1.87570679,0.09355325,-0.19843823,0.14162925,-0.96529919,
p, 7301,-0.34558868,0.30164677,-1.87540674,0.09280543,-0.20020941,0.14311890,-0.96478480,
p, 7311,-0.34135056,0.30334261,-1.87702680,0.09228470,-0.20183226,0.14441504,-0.96430361,
p, 7321,-0.34618950,0.30858505,-1.87546408,0.09157202,-0.20410788,0.14622729,-0.96361697,
p, 7331,-0.34794521,0.31476921,-1.87713170,0.09095730,-0.20598435,0.14773664,-0.96304584,
p, 7342,-0.35036421,0.31164333,-1.87039721,0.09042531,-0.20766361,0.14908211,-0.96252871,
p, 7353,-0.35432792,0.30951583,-1.87092090,0.08995840,-0.20925176,0.15036169,-0.96203005,
p, 7363,-0.36390102,0.31129783,-1.85970056,0.08955055,-0.21077435,0.15160319,-0.96154130,
p, 7373,-0.36510938,0.31306621,-1.85991931,0.08915848,-0.21229285,0.15281677,-0.96105170,
p, 7383,-0.37178656,0.31171501,-1.85973108,0.08864605,-0.21416739,0.15432248,-0.96044141,
u, 7390,,,,,,,,0.00000000,0.00000000
p, 7393,-0.37202001,0.32608455,-1.85030627,0.08813237,-0.21584660,0.15569259,-0.95989168,
p, 7403,-0.37370074,0.31853697,-1.84332025,0.08763143,-0.21744728,0.15699953,-0.95936358,
p, 7413,-0.36636239,0.32834351,-1.84435916,0.08714470,-0.21902718,0.15826836,-0.95884013,
p, 7423,-0.36830083,0.33526093,-1.84539735,0.08642957,-0.22136676,0.16014002,-0.95805371,
p, 7434,-0.37913483,0.33863571,-1.84628272,0.08582050,-0.22330144,0.16170281,-0.95739698,
p, 7445,-0.39270005,0.34224570,-1.83754718,0.08533327,-0.22504532,0.16312814,-0.95679104,
p, 7455,-0.38790125,0.33742076,-1.83958817,0.08492731,-0.22672683,0.16447677,-0.95619977,
p, 7465,-0.39734265,0.33960119,-1.84336281,0.08458918,-0.22837058,0.16577786,-0.95561421,
p, 7475,-0.38829231,0.34232408,-1.82699299,0.08417965,-0.22999153,0.16706789,-0.95503712,
p, 7486,-0.38866520,0.35139886,-1.81937265,0.08335242,-0.23236330,0.16905555,-0.95418227,
u, 7490,,,,,,,,0.00000000,0.00000000
p, 7497,-0.39582491,0.35077876,-1.82167363,0.08271933,-0.23435256,0.17071211,-0.95345587,
p, 7508,-0.40972733,0.35246763,-1.81562960,0.08204685,-0.23654020,0.17253035,-0.95264542,
p, 7519,-0.41294777,0.35644013,-1.82185435,0.08138344,-0.23844349,0.17412600,-0.95193803,
p, 7529,-0.41544300,0.36108902,-1.82052648,0.08089209,-0.24022484,0.17558388,-0.95126498,
p, 7539,-0.41635492,0.36290228,-1.81907678,0.08043039,-0.24193421,0.17698678,-0.95061141,
p, 7549,-0.41617000,0.37007266,-1.81404889,0.07966265,-0.24442787,0.17905375,-0.94964755,
p, 7559,-0.42113584,0.37191072,-1.80923843,0.07905447,-0.24650972,0.18076366,-0.94883639,
p, 7570,-0.42963836,0.37212020,-1.81134224,0.07849222,-0.24837840,0.18234082,-0.94809461,
p, 7581,-0.42407823,0.36687675,-1.80758762,0.07792123,-0.25015759,0.18385890,-0.94738126,
u, 7591,,,,,,,,0.00000000,0.00000000
p, 7592,-0.42634118,0.37169367,-1.80339098,0.07717840,-0.25229794,0.18570429,-0.94651294,
p, 7602,-0.43009716,0.38309720,-1.79478478,0.07655647,-0.25420883,0.18731636,-0.94573468,
p, 7612,-0.43924597,0.37881970,-1.79783642,0.07598107,-0.25601462,0.18886332,-0.94498664,
p, 7622,-0.43475664,0.38080084,-1.78939056,0.07541202,-0.25777268,0.19034523,-0.94425720,
p, 7632,-0.45563668,0.37988406,-1.79152298,0.07485438,-0.25949520,0.19184017,-0.94352722,
p, 7642,-0.45479283,0.38701692,-1.78764534,0.07391606,-0.26207387,0.19410096,-0.94242144,
p, 7653,-0.44509357,0.38621169,-1.78637028,0.07321946,-0.26426017,0.19596711,-0.94147891,
p, 7664,-0.44535562,0.39169899,-1.77954531,0.07263093,-0.26624438,0.19765019,-0.94061434,
p, 7674,-0.46056998,0.40297991,-1.76925111,0.07205597,-0.26809108,0.19923316,-0.93980074,
p, 7685,-0.46302730,0.40256265,-1.76289093,0.07129305,-0.27081031,0.20152512,-0.93858624,
u, 7691,,,,,,,,0.00000000,0.00000000
p, 7696,-0.46910062,0.40455890,-1.76227427,0.07063814,-0.27304730,0.20342894,-0.93757701,
p, 7706,-0.47722608,0.41215646,-1.76037908,0.07001996,-0.27503693,0.20514576,-0.93666875,
p, 7716,-0.47687140,0.40962285,-1.75804293,0.06941912,-0.27692050,0.20677993,-0.93579984,
p, 7726,-0.48372072,0.41962466,-1.74844432,0.06868602,-0.27966905,0.20911142,-0.93451393,
p, 7736,-0.48249909,0.42440432,-1.74414861,0.06815463,-0.28197819,0.21102774,-0.93342823,
p, 7747,-0.48284960,0.42341432,-1.74200082,0.06767419,-0.28405231,0.21276113,-0.93244171,
p, 7758,-0.48301721,0.42980105,-1.74162114,0.06720033,-0.28601635,0.21441764,-0.93149680,
p, 7768,-0.48359692,0.42644837,-1.74161434,0.06671295,-0.28792682,0.21604455,-0.93056762,
p, 7778,-0.48558813,0.42896056,-1.73250914,0.06616119,-0.28979528,0.21767782,-0.92964637,
p, 7788,-0.49267200,0.43081176,-1.73198485,0.06557078,-0.29164714,0.21935537,-0.92871439,
u, 7792,,,,,,,,0.00000000,0.00000000
p, 7798,-0.49769402,0.43714660,-1.72173584,0.06480463,-0.29445946,0.22177887,-0.92729938,
p, 7808,-0.50115108,0.43842956,-1.71793890,0.06424068,-0.29680920,0.22379595,-0.92610443,
p, 7819,-0.50578642,0.43422639,-1.71319461,0.06375206,-0.29892856,0.22560802,-0.92501760,
p, 7830,-0.50834060,0.44458359,-1.71408021,0.06333376,-0.30094841,0.22729424,-0.92397922,
p, 7840,-0.50742805,0.44830498,-1.70944190,0.06300413,-0.30294847,0.22890285,-0.92295128,
p, 7850,-0.51694340,0.44947904,-1.70374286,0.06264786,-0.30489781,0.23052120,-0.92193079,
p, 7861,-0.52388310,0.45114180,-1.70256424,0.06204406,-0.30780935,0.23298770,-0.92037773,
p, 7871,-0.52002871,0.45833611,-1.68314552,0.06158289,-0.31025603,0.23501769,-0.91907054,
p, 7881,-0.52858430,0.46172726,-1.69022083,0.06129696,-0.31249303,0.23681286,-0.91787159,
p, 7891,-0.52527845,0.46589476,-1.67439508,0.06098761,-0.31459904,0.23852405,-0.91673028,
u, 7892,,,,,,,,0.00000000,0.00000000
p, 7901,-0.52750891,0.47023681,-1.66502500,0.06051681,-0.31765506,0.24102399,-0.91504741,
p, 7912,-0.53301108,0.46879148,-1.67092192,0.06007328,-0.32017988,0.24312483,-0.91364050,
p, 7923,-0.54572612,0.47082305,-1.66392922,0.05964871,-0.32242301,0.24504593,-0.91236711,
p, 7933,-0.54546893,0.47719467,-1.65466511,0.05924296,-0.32453966,0.24682666,-0.91116381,
p, 7943,-0.55041391,0.47725242,-1.65251255,0.05886735,-0.32659271,0.24857247,-0.90998030,
p, 7953,-0.55065858,0.47777721,-1.65585375,0.05850293,-0.32862765,0.25028282,-0.90880221,
p, 7963,-0.54685181,0.47685707,-1.64871240,0.05818441,-0.33067721,0.25198174,-0.90760928,
p, 7973,-0.55363834,0.48158497,-1.64213574,0.05792348,-0.33379233,0.25446430,-0.90578544,
p, 7984,-0.55822939,0.48566553,-1.64096069,0.05767113,-0.33640325,0.25654283,-0.90424836,
u, 7993,,,,,,,,0.00000000,0.00000000
p, 7995,-0.56729984,0.48869002,-1.63492584,0.05743382,-0.33874118,0.25841725,-0.90285742,
p, 8005,-0.56838655,0.49532920,-1.63129807,0.05724476,-0.34097886,0.26017553,-0.90152252,
p, 8015,-0.56984544,0.49842754,-1.62371635,0.05704187,-0.34314883,0.26191273,-0.90020895,
p, 8025,-0.57854760,0.49731404,-1.61561489,0.05675774,-0.34525543,0.26366818,-0.89890862,
p, 8035,-0.57716900,0.50555396,-1.60798597,0.05628292,-0.34840116,0.26630518,-0.89693904,
p, 8045,-0.57958484,0.50137317,-1.60246253,0.05589040,-0.35102946,0.26850134,-0.89528298,
