t,x_x,x_vx
0.0,-0.0,-0.0
0.01305000000000689,-0.011779711374189093,-0.8128143090694562
0.033086000000011495,-0.011779711374189093,-0.0
0.05298500000000672,-0.0246663583045363,-1.288664693034721
0.0740820000000042,-0.04443757934684079,-0.5943087395657071
0.09016800000000558,-0.04213340450078879,-0.5940554322788901
0.1039520000000067,-0.15801529960485095,-9.942099052792907
0.11720600000001014,-0.401318898252737,-13.230775717232902
0.13845900000001166,-0.6368532220772396,-10.31323905930674
0.15727400000000102,-0.8839546972491389,-14.399379719761102
0.17836499999999944,-1.1616671046296776,-13.369084171903605
0.1956300000000084,33.85608143103408,-5.985498848852972
0.20899200000000917,33.786333693947974,-0.9868345430706291
0.22221400000000813,33.760480087188,-1.0826957158819757
0.2434300000000036,33.74314255578721,-0.6501909808485314
0.2622960000000063,33.71107922367477,-2.556142230395692
0.2833740000000091,33.66240973874924,-2.311293005680906
0.3006340000000023,67.45755556637003,8.03647784084632
0.31409299999999973,67.45755556637003,-0.0
0.3272350000000017,67.48605179861791,2.281067220162331
0.3481790000000018,67.56019899738021,4.7819160873528475
0.3694470000000081,67.72479347635246,11.672595456409944
0.39047400000001176,92.7503298875119,21.06579162107718
0.40394400000000985,93.19019826577946,22.936446989192515
0.4183760000000092,93.86670475337591,23.720781715001273
0.43725400000001,94.3275630632504,22.346622310836356
0.4572040000000044,94.3275630632504,-0.0
0.4769849999999991,94.33607874714333,0.8513129953957921
0.4944030000000055,99.89306498403242,3.3430453096506274
0.5069950000000034,99.89306498403242,-0.0
0.5202390000000037,99.89306498403242,-0.0
0.5403030000000086,99.89306498403242,-0.0
