t,predict_cpu,update_cpu,quat_x,quat_y,quat_z,quat_w,accel_x,accel_y,accel_z,of_x,of_y,of_z,x_x,x_y,x_z,x_vx,x_vy,x_vz,dt,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,P_15,P_16,P_17,P_18,P_19,P_20,P_21,P_22,P_23,P_24,P_25,P_26,P_27,P_28,P_29,P_30,P_31,P_32,P_33,P_34,P_35
0.0,1.0502501,,-0.9310482,-0.3648872,7.58e-05,0.0025723,0.0042646,0.0014356,-0.0006212,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.021005,0.0001994,0.0,0.0,1.99e-05,0.0,0.0,0.0,0.0001994,0.0,0.0,1.99e-05,0.0,0.0,0.0,0.0001994,0.0,0.0,1.99e-05,1.99e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.99e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.99e-05,0.0,0.0,4e-06
0.01305000000000689,1.44925,,-0.9310064,-0.3649943,9.8e-06,0.002476,0.0302695,-0.4455713,0.0961249,,,,-0.00011790000000000411,0.00014599999999997948,-3.91000000004027e-05,-0.0081388,0.0100828,-0.0027249,0.028985,0.0002006,0.0,0.0,2e-05,0.0,0.0,0.0,0.0002006,0.0,0.0,2e-05,0.0,0.0,0.0,0.0002006,0.0,0.0,2e-05,2e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2e-05,0.0,0.0,4e-06
0.033086000000011495,1.0002501,,-0.930986,-0.3650399,0.0002486,0.0032007,0.0361308,-0.1691434,0.082471,,,,-0.00029849999999997934,0.00037769999999959225,-0.0001097000000012116,-0.0099131,0.0130654,-0.0043526,0.020005,0.0002014,0.0,0.0,2.01e-05,0.0,0.0,0.0,0.0002014,0.0,0.0,2.01e-05,0.0,0.0,0.0,0.0002014,0.0,0.0,2.01e-05,2.01e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.01e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.01e-05,0.0,0.0,4e-06
0.05298500000000672,1.0,,-0.9309815,-0.3650526,-4.41e-05,0.0030918,0.0664739,-0.2013014,0.4018236,,,,-0.0005144999999999733,0.0006781000000000148,-0.00027660000000118146,-0.011692,0.0169685,-0.0123628,0.02,0.0002022,0.0,0.0,2.02e-05,0.0,0.0,0.0,0.0002022,0.0,0.0,2.02e-05,0.0,0.0,0.0,0.0002022,0.0,0.0,2.02e-05,2.02e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.02e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.02e-05,0.0,0.0,4e-06
0.0740820000000042,1.05,,-0.93089,-0.3652881,3.38e-05,0.0028524,-0.0318189,-0.0810813,0.3808434,,,,-0.0007775000000000976,0.0010433999999994725,-0.0006199000000002286,-0.013357,0.0178046,-0.0203526,0.021,0.000203,0.0,0.0,2.03e-05,0.0,0.0,0.0,0.000203,0.0,0.0,2.03e-05,0.0,0.0,0.0,0.000203,0.0,0.0,2.03e-05,2.03e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.03e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.03e-05,0.0,0.0,4e-06
0.09016800000000558,,1.02009,-0.93089,-0.3652881,3.38e-05,0.0028524,,,,0.0,0.0,0.0,-0.0007619999999999294,0.00102240000000009,-0.0006075000000009823,-0.0133555,0.0178026,-0.0203514,0.102009,0.000199,0.0,0.0,1.99e-05,0.0,0.0,0.0,0.000199,0.0,0.0,1.99e-05,0.0,0.0,0.0,0.000199,0.0,0.0,1.99e-05,1.99e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.99e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.99e-05,0.0,0.0,4e-06
0.1039520000000067,1.0998499,,-0.9308215,-0.3654653,0.0001521,0.0024771,0.4284036,-0.2835979,1.0283123,,,,-0.0010270000000001112,0.0015358999999994793,-0.001303700000001129,-0.0107409,0.0288876,-0.042927,0.021997,0.0001999,0.0,0.0,2e-05,0.0,0.0,0.0,0.0001999,0.0,0.0,2e-05,0.0,0.0,0.0,0.0001999,0.0,0.0,2e-05,2e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2e-05,0.0,0.0,4e-06
0.11720600000001014,1.04995,,-0.9309379,-0.3651682,-0.0002976,0.0025037,0.1556996,0.1210337,-0.253422,,,,-0.001209100000000074,0.0021458000000000865,-0.002149600000000973,-0.0066085,0.0292209,-0.037609,0.020999,0.0002007,0.0,0.0,2.01e-05,0.0,0.0,0.0,0.0002007,0.0,0.0,2.01e-05,0.0,0.0,0.0,0.0002007,0.0,0.0,2.01e-05,2.01e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.01e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.01e-05,0.0,0.0,4e-06
0.13845900000001166,1.0003999,,-0.9309795,-0.3650566,1.29e-05,0.0031811,-0.1488424,0.0027089,-1.2805272,,,,-0.00136219999999998,0.0027084999999997805,-0.0026455000000016327,-0.0086958,0.0270054,-0.0119959,0.020008,0.0002015,0.0,0.0,2.01e-05,0.0,0.0,0.0,0.0002015,0.0,0.0,2.01e-05,0.0,0.0,0.0,0.0002015,0.0,0.0,2.01e-05,2.01e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.01e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.01e-05,0.0,0.0,4e-06
0.15727400000000102,0.9999,,-0.9309824,-0.365043,0.00018,0.0038229,0.2016179,0.2619898,-0.2831011,,,,-0.0014708000000001054,0.0032372999999994434,-0.002828600000000847,-0.0021596,0.0258636,-0.0063627,0.019998,0.0002023,0.0,0.0,2.02e-05,0.0,0.0,0.0,0.0002023,0.0,0.0,2.02e-05,0.0,0.0,0.0,0.0002023,0.0,0.0,2.02e-05,2.02e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.02e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.02e-05,0.0,0.0,4e-06
0.17836499999999944,1.0001,,-0.9310855,-0.3647845,-0.0006178,0.0031955,-0.0542737,0.4951764,0.3445258,,,,-0.001454700000000031,0.0036749999999994287,-0.0030250000000009436,0.0037636,0.0179019,-0.013312,0.020002,0.0002031,0.0,0.0,2.03e-05,0.0,0.0,0.0,0.0002031,0.0,0.0,2.03e-05,0.0,0.0,0.0,0.0002031,0.0,0.0,2.03e-05,2.03e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.03e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.03e-05,0.0,0.0,4e-06
0.1956300000000084,,1.01994,-0.9310855,-0.3647845,-0.0006178,0.0027267,,,,-0.6886113,-0.5844027,-0.0029278,-0.015149599999999985,-0.008011800000000235,-0.003035500000001079,0.0023955,0.0167344,-0.013313,0.101994,0.0001991,0.0,0.0,1.99e-05,0.0,0.0,0.0,0.0001991,0.0,0.0,1.99e-05,0.0,0.0,0.0,0.0001991,0.0,0.0,1.99e-05,1.99e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.99e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.99e-05,0.0,0.0,4e-06
0.20899200000000917,1.00035,,-0.9311304,-0.3646736,-0.0009164,0.0027267,-0.2536994,0.6811362,0.2286594,,,,-0.015046300000000068,-0.007811000000000234,-0.003348300000000748,0.0079232,0.003311,-0.0179666,0.020007,0.0001999,0.0,0.0,2e-05,0.0,0.0,0.0,0.0001999,0.0,0.0,2e-05,0.0,0.0,0.0,0.0001999,0.0,0.0,2e-05,2e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2e-05,0.0,0.0,4e-06
